question_id,model_alias,probability_correct,input_tokens,output_tokens,estimated_cost_usd,request_key
arc189_d,anthropic_sonnet5,0.6,2172,13,0.004474,confidence:13ff7105c0832024f7453c18366a50eae7ab124740a5bc3326685c7b093124a3
arc189_b,anthropic_sonnet5,0.65,1443,13,0.003016,confidence:24d47ff4c2c216ed8455fa5e5315b88f41bdc9f2d0a9b97f75fa90db9b8cb189
arc186_a,anthropic_sonnet5,0.3,1543,13,0.003216,confidence:32350250d7dd8d37650d5ba38ebe3de2874efb673e2552119787df6ade7867f5
arc186_d,anthropic_sonnet5,0.02,1494,13,0.003118,confidence:782a71e5872ef1ec0abd1d71eef9cac2dd5c580d760ee661cb274e240f6dd202
arc187_b,anthropic_sonnet5,0.02,1036,13,0.002202,confidence:7613a76431f139d1aca21756af34f2d3b36b23b2612dc135b495143bfaa0bfe1
arc192_b,anthropic_sonnet5,0.85,1278,13,0.002686,confidence:8cd55e2b4b0f36fa87e01b50d8bc3650ca237208dae01984fc07779dcd031fd5
arc188_a,anthropic_sonnet5,0.02,1091,13,0.002312,confidence:85a9af7f7e463f2bcb9ebffba6562e77fd3ec5bfd1b52146941802dd012e9a3e
arc186_e,anthropic_sonnet5,0.02,829,13,0.001788,confidence:537f368c7295c1d2b24077b8487ba811417790b429519fef5949f49456dcdad1
arc190_c,anthropic_sonnet5,0.02,2615,13,0.00536,confidence:dba0ac304a92dc36ef723af2e99004e749d11fa885d363a4f6f22ffabc72aae0
arc188_c,anthropic_sonnet5,0.75,3295,13,0.00672,confidence:5805cb8a80ee0aa96d014cd6b029e017ad6c476f88d1606eccff5a1b90d00761
arc186_c,anthropic_sonnet5,0.02,1718,13,0.003566,confidence:10a57562a4e01593b67ac334902c46e6b6f3282a4ad5b02fa19a63e18f986d2c
arc191_c,anthropic_sonnet5,0.2,1562,17,0.003294,confidence:fdec455255ea018e534c7184414a5e2d9296f0b483bc6435d0dd3bc235f50382
arc191_d,anthropic_sonnet5,0.02,2060,13,0.00425,confidence:29f1336d90bbdc2f827f6074203b7cb022e9b8df92376b8147dfaf5ca08a1127
arc188_b,anthropic_sonnet5,0.02,1051,13,0.002232,confidence:f692e9b846da9d85646387a486292492296d95907b5c6a49a3855f4d0ec24c55
arc190_a,anthropic_sonnet5,0.02,1332,13,0.002794,confidence:63fcdfa7c401d4327b796a930db2684aa8742f258fb7b9a9325a22abfa270e44
arc194_d,anthropic_sonnet5,0.05,1401,13,0.002932,confidence:5fb0aab57f014d65286981892cf63f74be7d869142d531481572b7dcce4f775a
arc194_b,anthropic_sonnet5,0.85,1257,13,0.002644,confidence:7568ca19df12f5adcda7083786c1129830d7b5ae03d7888a06be553a85714007
arc194_c,anthropic_sonnet5,0.9,1691,16,0.003542,confidence:cb1e71e327d765cec94799a540e1c363d41cc5aab9d88170e9786baba36ced59
arc192_d,anthropic_sonnet5,0.02,1020,13,0.00217,confidence:93236cee81cad61f74c29029b2cb0890a4fa6fe82a77ef70835958eb501e183b
arc193_b,anthropic_sonnet5,0.02,1212,13,0.002554,confidence:24e2fcde59ee313d69c238a7e3508a13db3438ba8563e80b91806e9e01ee0be2
arc195_b,anthropic_sonnet5,0.55,1617,16,0.003394,confidence:3c68a95be814288276b4bb1982de52b821177e0468e9390a0ed2f79325b67ca0
arc192_e,anthropic_sonnet5,0.02,966,13,0.002062,confidence:d04010070f0f1d7249f452237c60479b46ada0d6d0c9d4fec8cbee20817e0381
arc193_a,anthropic_sonnet5,0.02,1528,13,0.003186,confidence:4f3727002f8e2b3ec0c1f35d4d77fbc741c7561276fcb0c267db49def75304b6
arc193_d,anthropic_sonnet5,0.02,1386,13,0.002902,confidence:dde79d0349a0bccec62c431a3d5ae3effe24c36dad358480b1820a98157f59e8
arc194_e,anthropic_sonnet5,0.02,1164,13,0.002458,confidence:6683942e26bd494eba4e972bc8e5b9c0d5675124f61a1059a9060ca30e0c7121
arc195_c,anthropic_sonnet5,0.02,1344,13,0.002818,confidence:5a280a778963e4c9647af32101614551aa0a1b5643fd0c003f6f083acda673b6
arc195_e,anthropic_sonnet5,0.02,1231,13,0.002592,confidence:afd0880dbabf4500a66edaefcb2ec4fbefaf82f0858fba364573d9bdc1b156f8
arc196_b,anthropic_sonnet5,0.02,1575,13,0.00328,confidence:13305a395fb215bcd53739ff86464dec22277ef10c4c78f15661d79c0c866664
arc196_d,anthropic_sonnet5,0.02,1491,13,0.003112,confidence:34ca30875e9064d89bd82933becf440aa9e15e591bf794777486d043b0767135
arc196_c,anthropic_sonnet5,0.02,1136,13,0.002402,confidence:dbca45dce9498fc8d21b07c851cfe50abced2b2939d4ece5b803db1bbe38689a
