question_id,model_alias,model_label,L,displayed_values,actions,n_transitions,reverse_use_to_verify,perfectly_non_increasing,single_threshold_shape,pattern,stage1_correct
mmlu_pro:test:5390,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:5390,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5390,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5777,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5777,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:5777,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5777,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5807,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:5807,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:5807,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5807,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5886,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:5886,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:5886,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:5886,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6020,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:6020,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6020,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6020,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6099,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6099,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:6099,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6099,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6112,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:6112,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:6112,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6112,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6167,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:6167,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:6167,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6167,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6186,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:6186,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVUUU,True
mmlu_pro:test:6186,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6186,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6452,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6452,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6452,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6452,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6524,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6524,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6524,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6524,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6549,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVUUU,True
mmlu_pro:test:6549,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",3,True,False,False,VUVUU,True
mmlu_pro:test:6549,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6549,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6624,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",3,True,False,False,VUVUU,True
mmlu_pro:test:6624,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVUUU,True
mmlu_pro:test:6624,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6624,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6662,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:6662,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:6662,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6662,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6790,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:6790,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:6790,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6790,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6856,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6856,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:6856,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6856,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6893,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:6893,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:6893,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:6893,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:7085,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:7085,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:7085,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,False
mmlu_pro:test:7085,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST""]",2,True,False,False,VVVUV,False
mmlu_pro:test:7434,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:7434,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:7434,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:7434,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:7552,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:7552,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:7552,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:7552,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:7622,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",3,True,False,False,VUVUU,True
mmlu_pro:test:7622,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:7622,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:7622,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:774,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:774,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:774,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:774,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:79,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:79,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:79,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:79,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:8186,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8186,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:8186,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
